level,imu,task
1,'0segment_data7464.mat',0
1,'0segment_data7465.mat',0
1,'0segment_data7466.mat',0
1,'0segment_data7467.mat',0
1,'0segment_data7468.mat',0
1,'0segment_data7469.mat',0
1,'0segment_data7470.mat',0
1,'0segment_data7471.mat',0
1,'0segment_data7472.mat',0
1,'0segment_data7473.mat',0
1,'0segment_data7474.mat',0
1,'0segment_data7475.mat',0
1,'0segment_data7476.mat',0
1,'0segment_data7477.mat',0
1,'0segment_data7478.mat',0
1,'0segment_data7479.mat',0
1,'0segment_data7480.mat',0
1,'0segment_data7481.mat',0
1,'0segment_data7482.mat',0
1,'0segment_data7483.mat',0
1,'0segment_data7484.mat',0
1,'0segment_data7485.mat',0
1,'0segment_data7486.mat',0
1,'0segment_data7487.mat',0
1,'0segment_data7488.mat',0
1,'0segment_data7489.mat',0
1,'0segment_data7490.mat',0
1,'0segment_data7491.mat',0
1,'0segment_data7492.mat',0
1,'0segment_data7493.mat',0
1,'0segment_data7494.mat',0
1,'0segment_data7495.mat',0
1,'0segment_data7496.mat',0
1,'0segment_data7497.mat',0
1,'0segment_data7498.mat',0
1,'0segment_data7499.mat',0
1,'0segment_data7500.mat',0
1,'0segment_data7501.mat',0
1,'0segment_data7502.mat',0
1,'0segment_data7503.mat',0
1,'0segment_data7504.mat',0
1,'0segment_data7505.mat',0
1,'0segment_data7506.mat',0
1,'0segment_data7507.mat',0
1,'0segment_data7508.mat',0
1,'0segment_data7509.mat',0
1,'0segment_data7510.mat',0
1,'0segment_data7511.mat',0
1,'0segment_data7512.mat',0
1,'0segment_data7513.mat',0
1,'0segment_data7514.mat',0
1,'0segment_data7515.mat',0
1,'0segment_data7516.mat',0
1,'0segment_data7517.mat',0
1,'0segment_data7518.mat',0
1,'0segment_data7519.mat',0
1,'0segment_data7520.mat',0
1,'0segment_data7521.mat',0
1,'0segment_data7522.mat',0
1,'0segment_data7523.mat',0
1,'0segment_data7524.mat',0
1,'0segment_data7525.mat',0
1,'0segment_data7526.mat',0
1,'0segment_data7527.mat',0
1,'0segment_data7528.mat',0
1,'0segment_data7529.mat',0
1,'0segment_data7530.mat',0
1,'0segment_data7531.mat',0
1,'0segment_data7532.mat',0
1,'0segment_data7533.mat',0
1,'0segment_data7534.mat',0
1,'0segment_data7535.mat',0
1,'0segment_data7536.mat',0
1,'0segment_data7537.mat',0
1,'0segment_data7538.mat',0
1,'0segment_data7539.mat',0
1,'0segment_data7540.mat',0
1,'0segment_data7541.mat',0
1,'0segment_data7542.mat',0
1,'0segment_data7543.mat',0
1,'0segment_data7544.mat',0
1,'0segment_data7545.mat',0
1,'0segment_data7546.mat',0
1,'0segment_data7547.mat',0
1,'0segment_data7548.mat',0
1,'0segment_data7549.mat',0
1,'0segment_data7550.mat',0
1,'0segment_data7551.mat',0
1,'0segment_data7552.mat',0
1,'0segment_data7553.mat',0
1,'0segment_data7554.mat',0
1,'0segment_data7555.mat',0
1,'0segment_data7556.mat',0
1,'0segment_data7557.mat',0
1,'0segment_data7558.mat',0
1,'0segment_data7559.mat',0
1,'0segment_data7560.mat',0
1,'0segment_data7561.mat',0
1,'0segment_data7562.mat',0
1,'0segment_data7563.mat',0
1,'0segment_data7564.mat',0
1,'0segment_data7565.mat',0
1,'0segment_data7566.mat',0
1,'0segment_data7567.mat',0
1,'0segment_data7568.mat',0
1,'0segment_data7569.mat',0
1,'0segment_data7570.mat',0
1,'0segment_data7571.mat',0
1,'0segment_data7572.mat',0
1,'0segment_data7573.mat',0
1,'0segment_data7574.mat',0
0,'0segment_data7575.mat',0
0,'0segment_data7576.mat',0
0,'0segment_data7577.mat',0
0,'0segment_data7578.mat',0
0,'0segment_data7579.mat',0
0,'0segment_data7580.mat',0
0,'0segment_data7581.mat',0
0,'0segment_data7582.mat',0
0,'0segment_data7583.mat',0
0,'0segment_data7584.mat',0
0,'0segment_data7585.mat',0
0,'0segment_data7586.mat',0
0,'0segment_data7587.mat',0
0,'0segment_data7588.mat',0
0,'0segment_data7589.mat',0
0,'0segment_data7590.mat',0
0,'0segment_data7591.mat',0
0,'0segment_data7592.mat',0
0,'0segment_data7593.mat',0
0,'0segment_data7594.mat',0
0,'0segment_data7595.mat',0
0,'0segment_data7596.mat',0
0,'0segment_data7597.mat',0
0,'0segment_data7598.mat',0
0,'0segment_data7599.mat',0
0,'0segment_data7600.mat',0
0,'0segment_data7601.mat',0
0,'0segment_data7602.mat',0
0,'0segment_data7603.mat',0
0,'0segment_data7604.mat',0
0,'0segment_data7605.mat',0
0,'0segment_data7606.mat',0
0,'0segment_data7607.mat',0
0,'0segment_data7608.mat',0
0,'0segment_data7609.mat',0
0,'0segment_data7610.mat',0
0,'0segment_data7611.mat',0
0,'0segment_data7612.mat',0
0,'0segment_data7613.mat',0
0,'0segment_data7614.mat',0
0,'0segment_data7615.mat',0
0,'0segment_data7616.mat',0
0,'0segment_data7617.mat',0
0,'0segment_data7618.mat',0
0,'0segment_data7619.mat',0
0,'0segment_data7620.mat',0
0,'0segment_data7621.mat',0
0,'0segment_data7622.mat',0
0,'0segment_data7623.mat',0
0,'0segment_data7624.mat',0
0,'0segment_data7625.mat',0
0,'0segment_data7626.mat',0
0,'0segment_data7627.mat',0
0,'0segment_data7628.mat',0
0,'0segment_data7629.mat',0
0,'0segment_data7630.mat',0
0,'0segment_data7631.mat',0
0,'0segment_data7632.mat',0
0,'0segment_data7633.mat',0
0,'0segment_data7634.mat',0
0,'0segment_data7635.mat',0
0,'0segment_data7636.mat',0
0,'0segment_data7637.mat',0
0,'0segment_data7638.mat',0
0,'0segment_data7639.mat',0
0,'0segment_data7640.mat',0
0,'0segment_data7641.mat',0
0,'0segment_data7642.mat',0
0,'0segment_data7643.mat',0
0,'0segment_data7644.mat',0
0,'0segment_data7645.mat',0
0,'0segment_data7646.mat',0
0,'0segment_data7647.mat',0
0,'0segment_data7648.mat',0
0,'0segment_data7649.mat',0
0,'0segment_data7650.mat',0
0,'0segment_data7651.mat',0
0,'0segment_data7652.mat',0
0,'0segment_data7653.mat',0
0,'0segment_data7654.mat',0
0,'0segment_data7655.mat',0
0,'0segment_data7656.mat',0
0,'0segment_data7657.mat',0
0,'0segment_data7658.mat',0
0,'0segment_data7659.mat',0
0,'0segment_data7660.mat',0
0,'0segment_data7661.mat',0
0,'0segment_data7662.mat',0
0,'0segment_data7663.mat',0
0,'0segment_data7664.mat',0
0,'0segment_data7665.mat',0
0,'0segment_data7666.mat',0
0,'0segment_data7667.mat',0
0,'0segment_data7668.mat',0
0,'0segment_data7669.mat',0
0,'0segment_data7670.mat',0
0,'0segment_data7671.mat',0
0,'0segment_data7672.mat',0
0,'0segment_data7673.mat',0
0,'0segment_data7674.mat',0
0,'0segment_data7675.mat',0
0,'0segment_data7676.mat',0
0,'0segment_data7677.mat',0
0,'0segment_data7678.mat',0
0,'0segment_data7679.mat',0
0,'0segment_data7680.mat',0
0,'0segment_data7681.mat',0
0,'0segment_data7682.mat',0
0,'0segment_data7683.mat',0
0,'0segment_data7684.mat',0
0,'0segment_data7685.mat',0
0,'0segment_data7686.mat',0
0,'0segment_data7687.mat',0
0,'0segment_data7688.mat',0
0,'0segment_data7689.mat',0
0,'0segment_data7690.mat',0
0,'0segment_data7691.mat',0
0,'0segment_data7692.mat',0
0,'0segment_data7693.mat',0
0,'0segment_data7694.mat',0
0,'0segment_data7695.mat',0
0,'0segment_data7696.mat',0
0,'0segment_data7697.mat',0
0,'0segment_data7698.mat',0
0,'0segment_data7699.mat',0
0,'0segment_data7700.mat',0
0,'0segment_data7701.mat',0
0,'0segment_data7702.mat',0
0,'0segment_data7703.mat',0
0,'0segment_data7704.mat',0
0,'0segment_data7705.mat',0
0,'0segment_data7706.mat',0
0,'0segment_data7707.mat',0
0,'0segment_data7708.mat',0
0,'0segment_data7709.mat',0
0,'0segment_data7710.mat',0
0,'0segment_data7711.mat',0
0,'0segment_data7712.mat',0
0,'0segment_data7713.mat',0
0,'0segment_data7714.mat',0
0,'0segment_data7715.mat',0
0,'0segment_data7716.mat',0
0,'0segment_data7717.mat',0
0,'0segment_data7718.mat',0
0,'0segment_data7719.mat',0
0,'0segment_data7720.mat',0
0,'0segment_data7721.mat',0
0,'0segment_data7722.mat',0
0,'0segment_data7723.mat',0
0,'0segment_data7724.mat',0
0,'0segment_data7725.mat',0
0,'0segment_data7726.mat',0
0,'0segment_data7727.mat',0
0,'0segment_data7728.mat',0
0,'0segment_data7729.mat',0
0,'0segment_data7730.mat',0
0,'0segment_data7731.mat',0
0,'0segment_data7732.mat',0
0,'0segment_data7733.mat',0
0,'0segment_data7734.mat',0
0,'0segment_data7735.mat',0
0,'0segment_data7736.mat',0
0,'0segment_data7737.mat',0
0,'0segment_data7738.mat',0
0,'0segment_data7739.mat',0
0,'0segment_data7740.mat',0
0,'0segment_data7741.mat',0
0,'0segment_data7742.mat',0
0,'0segment_data7743.mat',0
0,'0segment_data7744.mat',0
0,'0segment_data7745.mat',0
0,'0segment_data7746.mat',0
0,'0segment_data7747.mat',0
0,'0segment_data7748.mat',0
0,'0segment_data7749.mat',0
0,'0segment_data7750.mat',0
0,'0segment_data7751.mat',0
0,'0segment_data7752.mat',0
0,'0segment_data7753.mat',0
0,'0segment_data7754.mat',0
0,'0segment_data7755.mat',0
0,'0segment_data7756.mat',0
0,'0segment_data7757.mat',0
0,'0segment_data7758.mat',0
0,'0segment_data7759.mat',0
0,'0segment_data7760.mat',0
0,'0segment_data7761.mat',0
0,'0segment_data7762.mat',0
0,'0segment_data7763.mat',0
0,'0segment_data7764.mat',0
0,'0segment_data7765.mat',0
0,'0segment_data7766.mat',0
0,'0segment_data7767.mat',0
0,'0segment_data7768.mat',0
0,'0segment_data7769.mat',0
0,'0segment_data7770.mat',0
0,'0segment_data7771.mat',0
0,'0segment_data7772.mat',0
0,'0segment_data7773.mat',0
0,'0segment_data7774.mat',0
0,'0segment_data7775.mat',0
0,'0segment_data7776.mat',0
0,'0segment_data7777.mat',0
0,'0segment_data7778.mat',0
0,'0segment_data7779.mat',0
0,'0segment_data7780.mat',0
0,'0segment_data7781.mat',0
0,'0segment_data7782.mat',0
0,'0segment_data7783.mat',0
0,'0segment_data7784.mat',0
0,'0segment_data7785.mat',0
0,'0segment_data7786.mat',0
0,'0segment_data7787.mat',0
0,'0segment_data7788.mat',0
0,'0segment_data7789.mat',0
0,'0segment_data7790.mat',0
0,'0segment_data7791.mat',0
0,'0segment_data7792.mat',0
0,'0segment_data7793.mat',0
0,'0segment_data7794.mat',0
0,'0segment_data7795.mat',0
0,'0segment_data7796.mat',0
0,'0segment_data7797.mat',0
0,'0segment_data7798.mat',0
0,'0segment_data7799.mat',0
0,'0segment_data7800.mat',0
0,'0segment_data7801.mat',0
0,'0segment_data7802.mat',0
0,'0segment_data7803.mat',0
0,'0segment_data7804.mat',0
0,'0segment_data7805.mat',0
0,'0segment_data7806.mat',0
0,'0segment_data7807.mat',0
0,'0segment_data7808.mat',0
0,'0segment_data7809.mat',0
0,'0segment_data7810.mat',0
0,'0segment_data7811.mat',0
0,'0segment_data7812.mat',0
0,'0segment_data7813.mat',0
0,'0segment_data7814.mat',0
0,'0segment_data7815.mat',0
0,'0segment_data7816.mat',0
0,'0segment_data7817.mat',0
0,'0segment_data7818.mat',0
0,'0segment_data7819.mat',0
0,'0segment_data7820.mat',0
0,'0segment_data7821.mat',0
0,'0segment_data7822.mat',0
0,'0segment_data7823.mat',0
0,'0segment_data7824.mat',0
0,'0segment_data7825.mat',0
0,'0segment_data7826.mat',0
0,'0segment_data7827.mat',0
0,'0segment_data7828.mat',0
0,'0segment_data7829.mat',0
0,'0segment_data7830.mat',0
0,'0segment_data7831.mat',0
0,'0segment_data7832.mat',0
0,'0segment_data7833.mat',0
0,'0segment_data7834.mat',0
0,'0segment_data7835.mat',0
0,'0segment_data7836.mat',0
0,'0segment_data7837.mat',0
0,'0segment_data7838.mat',0
0,'0segment_data7839.mat',0
0,'0segment_data7840.mat',0
0,'0segment_data7841.mat',0
0,'0segment_data7842.mat',0
0,'0segment_data7843.mat',0
0,'0segment_data7844.mat',0
0,'0segment_data7845.mat',0
0,'0segment_data7846.mat',0
0,'0segment_data7847.mat',0
0,'0segment_data7848.mat',0
0,'0segment_data7849.mat',0
0,'0segment_data7850.mat',0
0,'0segment_data7851.mat',0
0,'0segment_data7852.mat',0
0,'0segment_data7853.mat',0
0,'0segment_data7854.mat',0
0,'0segment_data7855.mat',0
0,'0segment_data7856.mat',0
0,'0segment_data7857.mat',0
0,'0segment_data7858.mat',0
0,'0segment_data7859.mat',0
0,'0segment_data7860.mat',0
0,'0segment_data7861.mat',0
0,'0segment_data7862.mat',0
0,'0segment_data7863.mat',0
0,'0segment_data7864.mat',0
0,'0segment_data7865.mat',0
0,'0segment_data7866.mat',0
0,'0segment_data7867.mat',0
0,'0segment_data7868.mat',0
0,'0segment_data7869.mat',0
0,'0segment_data7870.mat',0
0,'0segment_data7871.mat',0
0,'0segment_data7872.mat',0
0,'0segment_data7873.mat',0
0,'0segment_data7874.mat',0
0,'0segment_data7875.mat',0
0,'0segment_data7876.mat',0
0,'0segment_data7877.mat',0
0,'0segment_data7878.mat',0
0,'0segment_data7879.mat',0
0,'0segment_data7880.mat',0
0,'0segment_data7881.mat',0
0,'0segment_data7882.mat',0
0,'0segment_data7883.mat',0
0,'0segment_data7884.mat',0
0,'0segment_data7885.mat',0
0,'0segment_data7886.mat',0
0,'0segment_data7887.mat',0
0,'0segment_data7888.mat',0
0,'0segment_data7889.mat',0
0,'0segment_data7890.mat',0
0,'0segment_data7891.mat',0
0,'0segment_data7892.mat',0
0,'0segment_data7893.mat',0
0,'0segment_data7894.mat',0
0,'0segment_data7895.mat',0
0,'0segment_data7896.mat',0
0,'0segment_data7897.mat',0
0,'0segment_data7898.mat',0
0,'0segment_data7899.mat',0
0,'0segment_data7900.mat',0
0,'0segment_data7901.mat',0
0,'0segment_data7902.mat',0
0,'0segment_data7903.mat',0
0,'0segment_data7904.mat',0
0,'0segment_data7905.mat',0
0,'0segment_data7906.mat',0
0,'0segment_data7907.mat',0
0,'0segment_data7908.mat',0
0,'0segment_data7909.mat',0
0,'0segment_data7910.mat',0
0,'0segment_data7911.mat',0
0,'0segment_data7912.mat',0
0,'0segment_data7913.mat',0
0,'0segment_data7914.mat',0
0,'0segment_data7915.mat',0
0,'0segment_data7916.mat',0
0,'0segment_data7917.mat',0
0,'0segment_data7918.mat',0
0,'0segment_data7919.mat',0
0,'0segment_data7920.mat',0
0,'0segment_data7921.mat',0
0,'0segment_data7922.mat',0
0,'0segment_data7923.mat',0
0,'0segment_data7924.mat',0
0,'0segment_data7925.mat',0
0,'0segment_data7926.mat',0
0,'0segment_data7927.mat',0
0,'0segment_data7928.mat',0
0,'0segment_data7929.mat',0
0,'0segment_data7930.mat',0
0,'0segment_data7931.mat',0
0,'0segment_data7932.mat',0
0,'0segment_data7933.mat',0
0,'0segment_data7934.mat',0
0,'0segment_data7935.mat',0
0,'0segment_data7936.mat',0
0,'0segment_data7937.mat',0
0,'0segment_data7938.mat',0
0,'0segment_data7939.mat',0
0,'0segment_data7940.mat',0
0,'0segment_data7941.mat',0
0,'0segment_data7942.mat',0
0,'0segment_data7943.mat',0
0,'0segment_data7944.mat',0
0,'0segment_data7945.mat',0
0,'0segment_data7946.mat',0
0,'0segment_data7947.mat',0
0,'0segment_data7948.mat',0
0,'0segment_data7949.mat',0
0,'0segment_data7950.mat',0
0,'0segment_data7951.mat',0
0,'0segment_data7952.mat',0
0,'0segment_data7953.mat',0
0,'0segment_data7954.mat',0
0,'0segment_data7955.mat',0
0,'0segment_data7956.mat',0
0,'0segment_data7957.mat',0
0,'0segment_data7958.mat',0
0,'0segment_data7959.mat',0
0,'0segment_data7960.mat',0
0,'0segment_data7961.mat',0
0,'0segment_data7962.mat',0
0,'0segment_data7963.mat',0
0,'0segment_data7964.mat',0
0,'0segment_data7965.mat',0
0,'0segment_data7966.mat',0
0,'0segment_data7967.mat',0
0,'0segment_data7968.mat',0
0,'0segment_data7969.mat',0
0,'0segment_data7970.mat',0
0,'0segment_data7971.mat',0
0,'0segment_data7972.mat',0
0,'0segment_data7973.mat',0
0,'0segment_data7974.mat',0
0,'0segment_data7975.mat',0
0,'0segment_data7976.mat',0
0,'0segment_data7977.mat',0
0,'0segment_data7978.mat',0
0,'0segment_data7979.mat',0
0,'0segment_data7980.mat',0
0,'0segment_data7981.mat',0
0,'0segment_data7982.mat',0
0,'0segment_data7983.mat',0
0,'0segment_data7984.mat',0
0,'0segment_data7985.mat',0
0,'0segment_data7986.mat',0
0,'0segment_data7987.mat',0
0,'0segment_data7988.mat',0
0,'0segment_data7989.mat',0
0,'0segment_data7990.mat',0
0,'0segment_data7991.mat',0
0,'0segment_data7992.mat',0
0,'0segment_data7993.mat',0
0,'0segment_data7994.mat',0
0,'0segment_data7995.mat',0
0,'0segment_data7996.mat',0
0,'0segment_data7997.mat',0
0,'0segment_data7998.mat',0
0,'0segment_data7999.mat',0
0,'0segment_data8000.mat',0
0,'0segment_data8001.mat',0
0,'0segment_data8002.mat',0
0,'0segment_data8003.mat',0
0,'0segment_data8004.mat',0
0,'0segment_data8005.mat',0
0,'0segment_data8006.mat',0
0,'0segment_data8007.mat',0
0,'0segment_data8008.mat',0
0,'0segment_data8009.mat',0
0,'0segment_data8010.mat',0
0,'0segment_data8011.mat',0
0,'0segment_data8012.mat',0
0,'0segment_data8013.mat',0
0,'0segment_data8014.mat',0
0,'0segment_data8015.mat',0
0,'0segment_data8016.mat',0
0,'0segment_data8017.mat',0
0,'0segment_data8018.mat',0
0,'0segment_data8019.mat',0
0,'0segment_data8020.mat',0
0,'0segment_data8021.mat',0
0,'0segment_data8022.mat',0
0,'0segment_data8023.mat',0
0,'0segment_data8024.mat',0
0,'0segment_data8025.mat',0
0,'0segment_data8026.mat',0
0,'0segment_data8027.mat',0
0,'0segment_data8028.mat',0
0,'0segment_data8029.mat',0
0,'0segment_data8030.mat',0
0,'0segment_data8031.mat',0
0,'0segment_data8032.mat',0
0,'0segment_data8033.mat',0
0,'0segment_data8034.mat',0
0,'0segment_data8035.mat',0
0,'0segment_data8036.mat',0
0,'0segment_data8037.mat',0
0,'0segment_data8038.mat',0
0,'0segment_data8039.mat',0
0,'0segment_data8040.mat',0
0,'0segment_data8041.mat',0
0,'0segment_data8042.mat',0
0,'0segment_data8043.mat',0
0,'0segment_data8044.mat',0
0,'0segment_data8045.mat',0
0,'0segment_data8046.mat',0
0,'0segment_data8047.mat',0
0,'0segment_data8048.mat',0
0,'0segment_data8049.mat',0
0,'0segment_data8050.mat',0
0,'0segment_data8051.mat',0
0,'0segment_data8052.mat',0
0,'0segment_data8053.mat',0
0,'0segment_data8054.mat',0
0,'0segment_data8055.mat',0
0,'0segment_data8056.mat',0
0,'0segment_data8057.mat',0
0,'0segment_data8058.mat',0
0,'0segment_data8059.mat',0
0,'0segment_data8060.mat',0
0,'0segment_data8061.mat',0
0,'0segment_data8062.mat',0
0,'0segment_data8063.mat',0
0,'0segment_data8064.mat',0
0,'0segment_data8065.mat',0
0,'0segment_data8066.mat',0
0,'0segment_data8067.mat',0
0,'0segment_data8068.mat',0
0,'0segment_data8069.mat',0
0,'0segment_data8070.mat',0
0,'0segment_data8071.mat',0
0,'0segment_data8072.mat',0
0,'0segment_data8073.mat',0
0,'0segment_data8074.mat',0
0,'0segment_data8075.mat',0
0,'0segment_data8076.mat',0
0,'0segment_data8077.mat',0
0,'0segment_data8078.mat',0
0,'0segment_data8079.mat',0
0,'0segment_data8080.mat',0
0,'0segment_data8081.mat',0
0,'0segment_data8082.mat',0
0,'0segment_data8083.mat',0
0,'0segment_data8084.mat',0
0,'0segment_data8085.mat',0
0,'0segment_data8086.mat',0
0,'0segment_data8087.mat',0
0,'0segment_data8088.mat',0
0,'0segment_data8089.mat',0
0,'0segment_data8090.mat',0
0,'0segment_data8091.mat',0
0,'0segment_data8092.mat',0
0,'0segment_data8093.mat',0
0,'0segment_data8094.mat',0
0,'0segment_data8095.mat',0
0,'0segment_data8096.mat',0
0,'0segment_data8097.mat',0
0,'0segment_data8098.mat',0
0,'0segment_data8099.mat',0
0,'0segment_data8100.mat',0
0,'0segment_data8101.mat',0
0,'0segment_data8102.mat',0
0,'0segment_data8103.mat',0
0,'0segment_data8104.mat',0
0,'0segment_data8105.mat',0
0,'0segment_data8106.mat',0
0,'0segment_data8107.mat',0
0,'0segment_data8108.mat',0
0,'0segment_data8109.mat',0
0,'0segment_data8110.mat',0
0,'0segment_data8111.mat',0
0,'0segment_data8112.mat',0
0,'0segment_data8113.mat',0
0,'0segment_data8114.mat',0
0,'0segment_data8115.mat',0
0,'0segment_data8116.mat',0
0,'0segment_data8117.mat',0
0,'0segment_data8118.mat',0
0,'0segment_data8119.mat',0
0,'0segment_data8120.mat',0
0,'0segment_data8121.mat',0
0,'0segment_data8122.mat',0
0,'0segment_data8123.mat',0
0,'0segment_data8124.mat',0
0,'0segment_data8125.mat',0
0,'0segment_data8126.mat',0
0,'0segment_data8127.mat',0
0,'0segment_data8128.mat',0
0,'0segment_data8129.mat',0
0,'0segment_data8130.mat',0
0,'0segment_data8131.mat',0
0,'0segment_data8132.mat',0
0,'0segment_data8133.mat',0
0,'0segment_data8134.mat',0
0,'0segment_data8135.mat',0
0,'0segment_data8136.mat',0
0,'0segment_data8137.mat',0
0,'0segment_data8138.mat',0
0,'0segment_data8139.mat',0
0,'0segment_data8140.mat',0
0,'0segment_data8141.mat',0
0,'0segment_data8142.mat',0
0,'0segment_data8143.mat',0
0,'0segment_data8144.mat',0
0,'0segment_data8145.mat',0
0,'0segment_data8146.mat',0
0,'0segment_data8147.mat',0
0,'0segment_data8148.mat',0
0,'0segment_data8149.mat',0
0,'0segment_data8150.mat',0
0,'0segment_data8151.mat',0
0,'0segment_data8152.mat',0
0,'0segment_data8153.mat',0
0,'0segment_data8154.mat',0
0,'0segment_data8155.mat',0
0,'0segment_data8156.mat',0
0,'0segment_data8157.mat',0
0,'0segment_data8158.mat',0
0,'0segment_data8159.mat',0
0,'0segment_data8160.mat',0
0,'0segment_data8161.mat',0
0,'0segment_data8162.mat',0
0,'0segment_data8163.mat',0
0,'0segment_data8164.mat',0
0,'0segment_data8165.mat',0
0,'0segment_data8166.mat',0
0,'0segment_data8167.mat',0
0,'0segment_data8168.mat',0
0,'0segment_data8169.mat',0
0,'0segment_data8170.mat',0
0,'0segment_data8171.mat',0
0,'0segment_data8172.mat',0
0,'0segment_data8173.mat',0
0,'0segment_data8174.mat',0
0,'0segment_data8175.mat',0
0,'0segment_data8176.mat',0
0,'0segment_data8177.mat',0
0,'0segment_data8178.mat',0
0,'0segment_data8179.mat',0
0,'0segment_data8180.mat',0
0,'0segment_data8181.mat',0
0,'0segment_data8182.mat',0
0,'0segment_data8183.mat',0
0,'0segment_data8184.mat',0
0,'0segment_data8185.mat',0
0,'0segment_data8186.mat',0
0,'0segment_data8187.mat',0
0,'0segment_data8188.mat',0
0,'0segment_data8189.mat',0
0,'0segment_data8190.mat',0
0,'0segment_data8191.mat',0
0,'0segment_data8192.mat',0
0,'0segment_data8193.mat',0
0,'0segment_data8194.mat',0
0,'0segment_data8195.mat',0
0,'0segment_data8196.mat',0
0,'0segment_data8197.mat',0
0,'0segment_data8198.mat',0
0,'0segment_data8199.mat',0
0,'0segment_data8200.mat',0
0,'0segment_data8201.mat',0
0,'0segment_data8202.mat',0
0,'0segment_data8203.mat',0
0,'0segment_data8204.mat',0
0,'0segment_data8205.mat',0
0,'0segment_data8206.mat',0
0,'0segment_data8207.mat',0
0,'0segment_data8208.mat',0
0,'0segment_data8209.mat',0
0,'0segment_data8210.mat',0
0,'0segment_data8211.mat',0
0,'0segment_data8212.mat',0
0,'0segment_data8213.mat',0
0,'0segment_data8214.mat',0
0,'0segment_data8215.mat',0
0,'0segment_data8216.mat',0
0,'0segment_data8217.mat',0
0,'0segment_data8218.mat',0
0,'0segment_data8219.mat',0
0,'0segment_data8220.mat',0
0,'0segment_data8221.mat',0
0,'0segment_data8222.mat',0
0,'0segment_data8223.mat',0
0,'0segment_data8224.mat',0
0,'0segment_data8225.mat',0
0,'0segment_data8226.mat',0
0,'0segment_data8227.mat',0
0,'0segment_data8228.mat',0
0,'0segment_data8229.mat',0
0,'0segment_data8230.mat',0
0,'0segment_data8231.mat',0
0,'0segment_data8232.mat',0
0,'0segment_data8233.mat',0
0,'0segment_data8234.mat',0
0,'0segment_data8235.mat',0
0,'0segment_data8236.mat',0
0,'0segment_data8237.mat',0
0,'0segment_data8238.mat',0
0,'0segment_data8239.mat',0
0,'0segment_data8240.mat',0
0,'0segment_data8241.mat',0
0,'0segment_data8242.mat',0
0,'0segment_data8243.mat',0
0,'0segment_data8244.mat',0
0,'0segment_data8245.mat',0
0,'0segment_data8246.mat',0
0,'0segment_data8247.mat',0
0,'0segment_data8248.mat',0
0,'0segment_data8249.mat',0
0,'0segment_data8250.mat',0
0,'0segment_data8251.mat',0
0,'0segment_data8252.mat',0
0,'0segment_data8253.mat',0
0,'0segment_data8254.mat',0
0,'0segment_data8255.mat',0
0,'0segment_data8256.mat',0
0,'0segment_data8257.mat',0
0,'0segment_data8258.mat',0
0,'0segment_data8259.mat',0
0,'0segment_data8260.mat',0
0,'0segment_data8261.mat',0
0,'0segment_data8262.mat',0
0,'0segment_data8263.mat',0
0,'0segment_data8264.mat',0
0,'0segment_data8265.mat',0
0,'0segment_data8266.mat',0
0,'0segment_data8267.mat',0
0,'0segment_data8268.mat',0
0,'0segment_data8269.mat',0
0,'0segment_data8270.mat',0
0,'0segment_data8271.mat',0
0,'0segment_data8272.mat',0
0,'0segment_data8273.mat',0
0,'0segment_data8274.mat',0
0,'0segment_data8275.mat',0
0,'0segment_data8276.mat',0
0,'0segment_data8277.mat',0
0,'0segment_data8278.mat',0
0,'0segment_data8279.mat',0
0,'0segment_data8280.mat',0
0,'0segment_data8281.mat',0
0,'0segment_data8282.mat',0
0,'0segment_data8283.mat',0
0,'0segment_data8284.mat',0
0,'0segment_data8285.mat',0
0,'0segment_data8286.mat',0
0,'0segment_data8287.mat',0
0,'0segment_data8288.mat',0
0,'0segment_data8289.mat',0
0,'0segment_data8290.mat',0
0,'0segment_data8291.mat',0
0,'0segment_data8292.mat',0
0,'0segment_data8293.mat',0
0,'0segment_data8294.mat',0
0,'0segment_data8295.mat',0
0,'0segment_data8296.mat',0
0,'0segment_data8297.mat',0
0,'0segment_data8298.mat',0
0,'0segment_data8299.mat',0
0,'0segment_data8300.mat',0
0,'0segment_data8301.mat',0
0,'0segment_data8302.mat',0
0,'0segment_data8303.mat',0
0,'0segment_data8304.mat',0
0,'0segment_data8305.mat',0
0,'0segment_data8306.mat',0
0,'0segment_data8307.mat',0
0,'0segment_data8308.mat',0
0,'0segment_data8309.mat',0
0,'0segment_data8310.mat',0
0,'0segment_data8311.mat',0
0,'0segment_data8312.mat',0
0,'0segment_data8313.mat',0
0,'0segment_data8314.mat',0
0,'0segment_data8315.mat',0
0,'0segment_data8316.mat',0
0,'0segment_data8317.mat',0
0,'0segment_data8318.mat',0
0,'0segment_data8319.mat',0
0,'0segment_data8320.mat',0
0,'0segment_data8321.mat',0
0,'0segment_data8322.mat',0
0,'0segment_data8323.mat',0
0,'0segment_data8324.mat',0
0,'0segment_data8325.mat',0
0,'0segment_data8326.mat',0
0,'0segment_data8327.mat',0
0,'0segment_data8328.mat',0
0,'0segment_data8329.mat',0
0,'0segment_data8330.mat',0
0,'0segment_data8331.mat',0
0,'0segment_data8332.mat',0
0,'0segment_data8333.mat',0
0,'0segment_data8334.mat',0
0,'0segment_data8335.mat',0
0,'0segment_data8336.mat',0
0,'0segment_data8337.mat',0
